OUTPUT:

Vasicek optimized parameters: a = 0.0018759731562042567, b = 2.5811470673215773, sigma = 0.056765551548106426
CIR optimized parameters: a = 0.0018759731562042418, b = 2.581146487427231, sigma = 0.05676555154810597

      Date  Actual_IR  Predicted_IR_Vasicek  Predicted_IR_CIR  Vasicek_volatility  CIR_volatility
2022-09-13       3.42              0.752422          1.606700            2.667578        1.813300
2022-09-14       3.41              0.785702          1.665457            2.624298        1.744543
2022-09-15       3.45              0.823344          1.654000            2.626656        1.796000
2022-09-16       3.45              0.824824          1.631608            2.625176        1.818392
2022-09-19       3.49              0.788480          1.702211            2.701520        1.787789
2022-09-20       3.57              0.741503          1.712812            2.828497        1.857188
2022-09-21       3.51              0.756094          1.600949            2.753906        1.909051
2022-09-22       3.70              0.733602          1.635950            2.966398        2.064050
2022-09-23       3.69              0.739957          1.614920            2.950043        2.075080
2022-09-26       3.88              0.684340          1.561213            3.195660        2.318787
2022-09-27       3.97              0.793277          1.609866            3.176723        2.360134
2022-09-28       3.72              0.743093          1.533612            2.976907        2.186388
2022-09-29       3.76              0.798362          1.550021            2.961638        2.209979
2022-09-30       3.83              0.769071          1.527563            3.060929        2.302437
2022-10-03       3.67              0.780094          1.465035            2.889906        2.204965
2022-10-04       3.62              0.751021          1.449111            2.868979        2.170889
2022-10-05       3.76              0.737677          1.483379            3.022323        2.276621
2022-10-06       3.83              0.726290          1.468443            3.103710        2.361557
2022-10-07       3.89              0.650138          1.548704            3.239862        2.341296
2022-10-11       3.93              0.609269          1.540952            3.320731        2.389048
2022-10-12       3.91              0.733579          1.518503            3.176421        2.391497
2022-10-13       3.97              0.727507          1.599610            3.242493        2.370390
2022-10-14       4.00              0.744072          1.546183            3.255928        2.453817
2022-10-17       4.02              0.771963          1.518465            3.248037        2.501535
2022-10-18       4.01              0.791935          1.473570            3.218065        2.536430
2022-10-19       4.14              0.827786          1.414398            3.312214        2.725602
2022-10-20       4.24              0.755126          1.445329            3.484874        2.794671
2022-10-21       4.21              0.814572          1.493644            3.395428        2.716356
2022-10-24       4.25              0.888848          1.487227            3.361152        2.762773
2022-10-25       4.10              0.864477          1.554549            3.235523        2.545451
2022-10-26       4.04              0.808021          1.582214            3.231979        2.457786
2022-10-27       3.96              0.811572          1.590420            3.148428        2.369580
2022-10-28       4.02              0.865058          1.659283            3.154942        2.360717
2022-10-31       4.10              0.882432          1.576339            3.217568        2.523661
2022-11-01       4.07              0.863995          1.507787            3.206005        2.562213
2022-11-02       4.10              0.805190          1.520482            3.294810        2.579518
2022-11-03       4.14              0.708368          1.597566            3.431632        2.542434
2022-11-04       4.17              0.702474          1.662176            3.467526        2.507824
2022-11-07       4.22              0.701974          1.763912            3.518026        2.456088
2022-11-08       4.14              0.791464          1.719261            3.348536        2.420739
2022-11-09       4.12              0.812748          1.682559            3.307252        2.437441
2022-11-10       3.82              0.845675          1.713794            2.974325        2.106206
2022-11-14       3.88              0.788895          1.620866            3.091105        2.259134
2022-11-15       3.80              0.884258          1.696490            2.915742        2.103510
2022-11-16       3.67              0.953269          1.691784            2.716731        1.978216
2022-11-17       3.77              0.943544          1.719799            2.826456        2.050201
2022-11-18       3.82              0.888788          1.719237            2.931212        2.100763
2022-11-21       3.83              0.979619          1.754582            2.850381        2.075418
2022-11-22       3.76              0.894509          1.745839            2.865491        2.014161
2022-11-23       3.71              0.940772          1.710795            2.769228        1.999205
2022-11-25       3.68              0.983182          1.625103            2.696818        2.054897
2022-11-28       3.69              0.951553          1.638628            2.738447        2.051372
2022-11-29       3.75              1.022903          1.690097            2.727097        2.059903
2022-11-30       3.68              1.006794          1.705502            2.673206        1.974498
2022-12-01       3.53              1.065528          1.662203            2.464472        1.867797
2022-12-02       3.51              1.083413          1.625842            2.426587        1.884158
2022-12-05       3.60              1.051299          1.653053            2.548701        1.946947
2022-12-06       3.51              1.067136          1.635522            2.442864        1.874478
2022-12-07       3.42              1.062021          1.589517            2.357979        1.830483
2022-12-08       3.48              1.180277          1.611792            2.299723        1.868208
2022-12-09       3.57              1.162741          1.679065            2.407259        1.890935
2022-12-12       3.61              1.146537          1.710127            2.463463        1.899873
2022-12-13       3.51              1.162531          1.671538            2.347469        1.838462
2022-12-14       3.49              1.081434          1.697506            2.408566        1.792494
2022-12-15       3.44              1.169174          1.771614            2.270826        1.668386
2022-12-16       3.48              1.162320          1.649734            2.317680        1.830266
2022-12-19       3.57              1.194121          1.816121            2.375879        1.753879
2022-12-20       3.69              1.145641          1.791876            2.544359        1.898124
2022-12-21       3.68              1.129446          1.725291            2.550554        1.954709
2022-12-22       3.67              1.089015          1.741099            2.580985        1.928901
2022-12-23       3.75              1.127001          1.735342            2.622999        2.014658
2022-12-27       3.84              1.095869          1.750180            2.744131        2.089820
2022-12-28       3.88              1.088473          1.806717            2.791527        2.073283
2022-12-29       3.83              1.046824          1.813213            2.783176        2.016787
2022-12-30       3.88              1.015324          1.784660            2.864676        2.095340
2023-01-03       3.79              1.034923          1.721415            2.755077        2.068585
2023-01-04       3.69              1.036755          1.786094            2.653245        1.903906
2023-01-05       3.71              1.016915          1.804266            2.693085        1.905734
2023-01-06       3.55              0.952808          1.834477            2.597192        1.715523
2023-01-09       3.53              0.991697          1.741060            2.538303        1.788940
2023-01-10       3.61              0.992895          1.865584            2.617105        1.744416
2023-01-11       3.54              1.052031          1.863610            2.487969        1.676390
2023-01-12       3.43              1.128781          1.793180            2.301219        1.636820
2023-01-13       3.49              1.082539          1.902218            2.407461        1.587782
2023-01-17       3.53              1.137007          1.930289            2.392993        1.599711
2023-01-18       3.37              1.126067          1.901491            2.243933        1.468509
2023-01-19       3.39              1.183082          1.984551            2.206918        1.405449
2023-01-20       3.48              1.187978          1.955091            2.292022        1.524909
2023-01-23       3.52              1.161922          2.014007            2.358078        1.505993
2023-01-24       3.46              1.232885          1.979246            2.227115        1.480754
2023-01-25       3.46              1.207856          2.047917            2.252144        1.412083
2023-01-26       3.49              1.174200          2.051301            2.315800        1.438699
2023-01-27       3.52              1.306051          2.034254            2.213949        1.485746
2023-01-30       3.55              1.243478          2.043089            2.306522        1.506911
2023-01-31       3.52              1.164383          2.055461            2.355617        1.464539
2023-02-01       3.39              1.052203          2.203833            2.337797        1.186167
2023-02-02       3.40              1.072275          2.166965            2.327725        1.233035
2023-02-03       3.53              1.096452          2.180284            2.433548        1.349716
2023-02-06       3.63              1.181906          2.135934            2.448094        1.494066
2023-02-07       3.67              1.228010          2.082590            2.441990        1.587410
2023-02-08       3.63              1.218019          2.152956            2.411981        1.477044
2023-02-09       3.67              1.247010          2.106421            2.422990        1.563579
2023-02-10       3.74              1.226170          2.102856            2.513830        1.637144
2023-02-13       3.72              1.278977          1.967800            2.441023        1.752200
2023-02-14       3.77              1.283031          1.852396            2.486969        1.917604
2023-02-15       3.81              1.246657          1.815662            2.563343        1.994338
2023-02-16       3.86              1.299116          1.806027            2.560884        2.053973
2023-02-17       3.82              1.182470          1.769393            2.637530        2.050607
2023-02-21       3.95              1.219362          1.803682            2.730638        2.146318
2023-02-22       3.93              1.262354          1.779642            2.667646        2.150358
2023-02-23       3.88              1.163929          1.840228            2.716071        2.039772
2023-02-24       3.95              1.260820          1.778550            2.689180        2.171450
2023-02-27       3.92              1.234829          1.722220            2.685171        2.197780
2023-02-28       3.92              1.163693          1.746757            2.756307        2.173243
2023-03-01       4.01              1.198282          1.857916            2.811718        2.152084
2023-03-02       4.08              1.299763          1.904558            2.780237        2.175442
2023-03-03       3.97              1.282096          1.870398            2.687904        2.099602
2023-03-06       3.98              1.248769          1.841936            2.731231        2.138064
2023-03-07       3.97              1.405906          1.870648            2.564094        2.099352
2023-03-08       3.98              1.423344          1.926740            2.556656        2.053260
2023-03-09       3.93              1.396488          1.959087            2.533512        1.970913
2023-03-10       3.70              1.382751          2.011743            2.317249        1.688257
2023-03-13       3.55              1.399434          1.967580            2.150566        1.582420
2023-03-14       3.64              1.445105          2.022370            2.194895        1.617630
2023-03-15       3.51              1.546027          1.945983            1.963973        1.564017
2023-03-16       3.56              1.577482          1.904167            1.982518        1.655833
2023-03-17       3.39              1.535479          1.878400            1.854521        1.511600
2023-03-20       3.47              1.524662          1.889406            1.945338        1.580594
2023-03-21       3.59              1.512800          1.918205            2.077200        1.671795
2023-03-22       3.48              1.483917          1.781486            1.996083        1.698514
2023-03-23       3.38              1.350772          1.684966            2.029228        1.695034
2023-03-24       3.38              1.417333          1.597899            1.962667        1.782101
2023-03-27       3.53              1.509459          1.621107            2.020541        1.908893
2023-03-28       3.55              1.436819          1.645192            2.113181        1.904808
2023-03-29       3.57              1.444606          1.665297            2.125394        1.904703
2023-03-30       3.55              1.428568          1.839831            2.121432        1.710169
2023-03-31       3.48              1.412557          1.769652            2.067443        1.710348
2023-04-03       3.43              1.299789          1.706554            2.130211        1.723446
2023-04-04       3.35              1.345222          1.745741            2.004778        1.604259
2023-04-05       3.30              1.337326          1.844023            1.962674        1.455977
2023-04-06       3.30              1.431747          1.808062            1.868253        1.491938
2023-04-07       3.39              1.315754          1.706986            2.074246        1.683014
2023-04-10       3.41              1.315360          1.742373            2.094640        1.667627
2023-04-11       3.43              1.241261          1.709239            2.188739        1.720761
2023-04-12       3.41              1.181560          1.681946            2.228440        1.728054
2023-04-13       3.45              1.151646          1.561892            2.298354        1.888108
2023-04-14       3.52              1.203611          1.575377            2.316389        1.944623
2023-04-17       3.60              1.233782          1.582742            2.366218        2.017258
2023-04-18       3.58              1.204222          1.667541            2.375778        1.912459
2023-04-19       3.60              1.261837          1.762382            2.338163        1.837618
2023-04-20       3.54              1.152674          1.686136            2.387326        1.853864
2023-04-21       3.57              1.214924          1.712389            2.355076        1.857611
2023-04-24       3.52              1.230792          1.787969            2.289208        1.732031
2023-04-25       3.40              1.306814          1.811341            2.093186        1.588659
2023-04-26       3.43              1.322329          1.852267            2.107671        1.577733
2023-04-27       3.53              1.338607          1.803381            2.191393        1.726619
2023-04-28       3.44              1.388969          1.793063            2.051031        1.646937
2023-05-01       3.59              1.362341          1.825879            2.227659        1.764121
2023-05-02       3.44              1.312027          1.742990            2.127973        1.697010
2023-05-03       3.38              1.322425          1.742703            2.057575        1.637297
2023-05-04       3.37              1.343016          1.792684            2.026984        1.577316
2023-05-05       3.44              1.299221          1.785461            2.140779        1.654539
2023-05-08       3.52              1.294834          1.797800            2.225166        1.722200
2023-05-09       3.53              1.295896          1.765976            2.234104        1.764024
2023-05-10       3.43              1.228155          1.695541            2.201845        1.734459
2023-05-11       3.39              1.189088          1.704765            2.200912        1.685235
2023-05-12       3.46              1.097181          1.788351            2.362819        1.671649
2023-05-15       3.50              1.020530          1.749208            2.479470        1.750792
2023-05-16       3.54              1.008479          1.725910            2.531521        1.814090
2023-05-17       3.57              0.919158          1.815306            2.650842        1.754694
2023-05-18       3.65              0.896358          1.785116            2.753642        1.864884
2023-05-19       3.70              0.889993          1.793482            2.810007        1.906518
2023-05-22       3.72              0.929743          1.859460            2.790257        1.860540
2023-05-23       3.70              0.896355          1.810114            2.803645        1.889886
2023-05-24       3.73              0.902911          1.810507            2.827089        1.919493
2023-05-25       3.83              0.935151          1.856213            2.894849        1.973787
2023-05-26       3.80              0.956566          1.869968            2.843434        1.930032
2023-05-30       3.69              0.976945          1.792650            2.713055        1.897350
2023-05-31       3.64              0.934164          1.729334            2.705836        1.910666
2023-06-01       3.61              0.924434          1.820179            2.685566        1.789821
2023-06-02       3.69              0.905128          1.947887            2.784872        1.742113
2023-06-05       3.69              0.975219          1.968514            2.714781        1.721486
2023-06-06       3.70              1.034077          2.021185            2.665923        1.678815
2023-06-07       3.79              1.039150          2.036326            2.750850        1.753674
2023-06-08       3.73              1.065844          1.954952            2.664156        1.775048
2023-06-09       3.75              0.942523          1.850371            2.807477        1.899629
2023-06-12       3.73              0.857395          1.879630            2.872605        1.850370
2023-06-13       3.84              0.893635          1.804392            2.946365        2.035608
2023-06-14       3.83              0.939981          1.865344            2.890019        1.964656
2023-06-15       3.72              0.973260          1.778817            2.746740        1.941183
2023-06-16       3.77              1.024959          1.751085            2.745041        2.018915
2023-06-20       3.74              1.175841          1.670972            2.564159        2.069028
2023-06-21       3.72              1.132215          1.609768            2.587785        2.110232
2023-06-22       3.80              1.157751          1.596786            2.642249        2.203214
2023-06-23       3.74              1.240135          1.536148            2.499865        2.203852
2023-06-26       3.72              1.260611          1.574916            2.459389        2.145084
2023-06-27       3.77              1.330281          1.613882            2.439719        2.156118
2023-06-28       3.71              1.538077          1.570714            2.171923        2.139286
2023-06-29       3.85              1.519412          1.659499            2.330588        2.190501
2023-06-30       3.81              1.600159          1.697525            2.209841        2.112475
2023-07-03       3.86              1.590352          1.708996            2.269648        2.151004
2023-07-05       3.95              1.606009          1.833087            2.343991        2.116913
2023-07-06       4.05              1.598790          1.835148            2.451210        2.214852
2023-07-07       4.06              1.613814          1.807277            2.446186        2.252723
2023-07-10       4.01              1.676188          1.746470            2.333812        2.263530
2023-07-11       3.99              1.718421          1.763872            2.271579        2.226128
2023-07-12       3.86              1.717773          1.774746            2.142227        2.085254
2023-07-13       3.76              1.641509          1.881372            2.118491        1.878628
2023-07-14       3.83              1.764551          1.890746            2.065449        1.939254
2023-07-17       3.81              1.730255          1.898902            2.079745        1.911098
2023-07-18       3.80              1.773480          1.950668            2.026520        1.849332
2023-07-19       3.75              1.679481          2.008348            2.070519        1.741652
2023-07-20       3.85              1.663687          1.899099            2.186313        1.950901
2023-07-21       3.84              1.659728          1.995031            2.180272        1.844969
2023-07-24       3.86              1.667905          2.048201            2.192095        1.811799
2023-07-25       3.91              1.690259          2.035318            2.219741        1.874682
2023-07-26       3.86              1.688053          2.119605            2.171947        1.740395
2023-07-27       4.01              1.664762          2.188582            2.345238        1.821418
2023-07-28       3.96              1.727430          2.241282            2.232570        1.718718
2023-07-31       3.97              1.686383          2.205591            2.283617        1.764409
2023-08-01       4.05              1.647315          2.263779            2.402685        1.786221
2023-08-02       4.08              1.588180          2.445012            2.491820        1.634988
2023-08-03       4.20              1.654348          2.437238            2.545652        1.762762
2023-08-04       4.05              1.665687          2.380442            2.384313        1.669558
2023-08-07       4.09              1.568584          2.357346            2.521416        1.732654
2023-08-08       4.02              1.584379          2.331936            2.435621        1.688064
2023-08-09       4.00              1.580448          2.287016            2.419552        1.712984
2023-08-10       4.09              1.602045          2.183150            2.487955        1.906850
2023-08-11       4.16              1.695729          2.202868            2.464271        1.957132
2023-08-14       4.19              1.780692          2.314231            2.409308        1.875769
2023-08-15       4.21              1.714959          2.279183            2.495041        1.930817
2023-08-16       4.28              1.720925          2.256994            2.559075        2.023006
2023-08-17       4.30              1.684347          2.183232            2.615653        2.116768
2023-08-18       4.26              1.767969          2.196982            2.492031        2.063018
2023-08-21       4.34              1.795341          2.202580            2.544659        2.137420
2023-08-22       4.34              1.755668          2.168417            2.584332        2.171583
2023-08-23       4.19              1.713032          2.107462            2.476968        2.082538
2023-08-24       4.23              1.663859          2.107460            2.566141        2.122540
2023-08-25       4.25              1.676406          2.201535            2.573594        2.048465
2023-08-28       4.20              1.743529          2.153708            2.456471        2.046292
2023-08-29       4.12              1.790610          2.076455            2.329390        2.043545
2023-08-30       4.12              1.873432          2.132147            2.246568        1.987853
2023-08-31       4.09              1.917614          2.134740            2.172386        1.955260
2023-09-01       4.18              1.886551          2.176810            2.293449        2.003190
2023-09-05       4.27              1.905216          2.198064            2.364784        2.071936
2023-09-06       4.30              1.942498          2.152487            2.357502        2.147513
2023-09-07       4.27              1.938024          2.104243            2.331976        2.165757
2023-09-08       4.26              1.964708          2.208691            2.295292        2.051309
2023-09-11       4.29              1.955883          2.216154            2.334117        2.073846
2023-09-12       4.27              1.861592          2.251673            2.408408        2.018327
2023-09-13       4.25              1.862220          2.256327            2.387780        1.993673
2023-09-14       4.29              1.914935          2.303312            2.375065        1.986688
2023-09-15       4.33              1.880761          2.365402            2.449239        1.964598
2023-09-18       4.32              1.913725          2.377994            2.406275        1.942006
2023-09-19       4.37              1.865106          2.365663            2.504894        2.004337
2023-09-20       4.35              1.897482          2.324760            2.452518        2.025240
2023-09-21       4.49              1.934716          2.318601            2.555284        2.171399
2023-09-22       4.44              1.936115          2.343979            2.503885        2.096021
2023-09-25       4.55              2.000308          2.316609            2.549692        2.233391
2023-09-26       4.56              2.017852          2.292259            2.542148        2.267741
2023-09-27       4.61              2.121333          2.271615            2.488667        2.338385
2023-09-28       4.59              2.115380          2.246508            2.474620        2.343492
2023-09-29       4.59              2.094151          2.255099            2.495849        2.334901
2023-10-02       4.69              1.987879          2.245556            2.702121        2.444444
2023-10-03       4.81              1.952153          2.330985            2.857847        2.479015
2023-10-04       4.73              1.937721          2.306965            2.792279        2.423035
2023-10-05       4.72              1.902245          2.369625            2.817755        2.350375
2023-10-06       4.78              1.931567          2.238937            2.848433        2.541063
2023-10-10       4.66              1.943677          2.244411            2.716323        2.415589
2023-10-11       4.58              1.930527          2.274055            2.649473        2.305945
2023-10-12       4.70              1.972122          2.307538            2.727878        2.392462
2023-10-13       4.63              2.057027          2.338892            2.572973        2.291108
2023-10-16       4.71              2.066858          2.346016            2.643142        2.363984
2023-10-17       4.83              1.953358          2.393246            2.876642        2.436754
2023-10-18       4.91              1.957968          2.425189            2.952032        2.484811
2023-10-19       4.98              1.981336          2.425984            2.998664        2.554016
2023-10-20       4.93              2.001673          2.404395            2.928327        2.525605
2023-10-23       4.86              1.931431          2.385409            2.928569        2.474591
2023-10-24       4.83              1.891781          2.395281            2.938219        2.434719
2023-10-25       4.95              1.976528          2.327785            2.973472        2.622215
2023-10-26       4.86              1.953349          2.357266            2.906651        2.502734
2023-10-27       4.84              2.036223          2.343696            2.803777        2.496304
2023-10-30       4.88              2.041663          2.388448            2.838337        2.491552
2023-10-31       4.88              2.106127          2.514482            2.773873        2.365518
2023-11-01       4.77              2.111812          2.613767            2.658188        2.156233
2023-11-02       4.67              2.142924          2.606178            2.527076        2.063822
2023-11-03       4.57              2.216718          2.600849            2.353282        1.969151
2023-11-06       4.67              2.257729          2.525892            2.412271        2.144108
2023-11-07       4.58              2.336142          2.545518            2.243858        2.034482
2023-11-08       4.49              2.371259          2.447875            2.118741        2.042125
2023-11-09       4.62              2.337367          2.463127            2.282633        2.156873
2023-11-10       4.61              2.377634          2.423920            2.232366        2.186080
2023-11-13       4.63              2.326519          2.417577            2.303481        2.212423
2023-11-14       4.44              2.199971          2.388874            2.240029        2.051126
2023-11-15       4.53              2.198408          2.418234            2.331592        2.111766
2023-11-16       4.45              2.275908          2.361670            2.174092        2.088330
2023-11-17       4.44              2.210057          2.342523            2.229943        2.097477
2023-11-20       4.42              2.250489          2.332556            2.169511        2.087444
2023-11-21       4.41              2.229884          2.330327            2.180116        2.079673
2023-11-22       4.42              2.217611          2.410149            2.202389        2.009851
2023-11-24       4.47              2.198038          2.347046            2.271962        2.122954
2023-11-27       4.39              2.290140          2.255841            2.099860        2.134159
2023-11-28       4.34              2.265329          2.272561            2.074671        2.067439
2023-11-29       4.27              2.264560          2.274260            2.005440        1.995740
2023-11-30       4.37              2.292516          2.347164            2.077484        2.022836
2023-12-01       4.22              2.240405          2.296184            1.979595        1.923816
2023-12-04       4.28              2.333920          2.245807            1.946080        2.034193
2023-12-05       4.18              2.394044          2.273975            1.785956        1.906025
2023-12-06       4.12              2.366686          2.200718            1.753314        1.919282
2023-12-07       4.14              2.271963          2.274459            1.868037        1.865541
2023-12-08       4.23              2.251399          2.359366            1.978601        1.870634
2023-12-11       4.23              2.243295          2.326837            1.986705        1.903163
2023-12-12       4.20              2.287782          2.348794            1.912218        1.851206
2023-12-13       4.04              2.363978          2.315713            1.676022        1.724287
2023-12-14       3.92              2.380217          2.373449            1.539783        1.546551
2023-12-15       3.91              2.441332          2.427988            1.468668        1.482012
2023-12-18       3.95              2.440949          2.417844            1.509051        1.532156
2023-12-19       3.93              2.483171          2.435854            1.446829        1.494146
2023-12-20       3.86              2.470092          2.456463            1.389908        1.403537
2023-12-21       3.89              2.452918          2.487099            1.437082        1.402901
2023-12-22       3.90              2.451097          2.379197            1.448903        1.520803
2023-12-26       3.89              2.479645          2.419961            1.410355        1.470039
2023-12-27       3.79              2.422175          2.438378            1.367825        1.351622
2023-12-28       3.84              2.440242          2.455614            1.399758        1.384386
2023-12-29       3.88              2.556200          2.474287            1.323800        1.405713
2024-01-02       3.95              2.528770          2.501817            1.421230        1.448183
2024-01-03       3.91              2.608709          2.629724            1.301291        1.280276
2024-01-04       3.99              2.584351          2.594622            1.405649        1.395378
2024-01-05       4.05              2.557968          2.632875            1.492032        1.417125
2024-01-08       4.01              2.430047          2.606622            1.579953        1.403378
2024-01-09       4.02              2.338684          2.548681            1.681316        1.471319
2024-01-10       4.04              2.393694          2.550307            1.646306        1.489693
2024-01-11       3.98              2.474205          2.521686            1.505795        1.458314
2024-01-12       3.96              2.573239          2.641538            1.386761        1.318462
2024-01-16       4.07              2.589056          2.664355            1.480944        1.405645
2024-01-17       4.10              2.618660          2.694980            1.481340        1.405020
2024-01-18       4.14              2.522518          2.817640            1.617482        1.322360
2024-01-19       4.15              2.552393          2.817116            1.597607        1.332884
2024-01-22       4.11              2.587404          2.813988            1.522596        1.296012
2024-01-23       4.14              2.562227          2.741349            1.577773        1.398651
2024-01-24       4.18              2.553933          2.717541            1.626067        1.462459
2024-01-25       4.14              2.562029          2.800280            1.577971        1.339720
2024-01-26       4.15              2.482034          2.800675            1.667966        1.349325
2024-01-29       4.08              2.419583          2.893640            1.660417        1.186360
2024-01-30       4.06              2.371704          2.937730            1.688296        1.122270
2024-01-31       3.99              2.397556          2.954761            1.592444        1.035239
2024-02-01       3.87              2.373276          2.983006            1.496724        0.886994
2024-02-02       4.03              2.341645          2.980958            1.688355        1.049042
2024-02-05       4.17              2.313714          3.016135            1.856286        1.153865
2024-02-06       4.09              2.305519          2.961842            1.784481        1.128158
2024-02-07       4.09              2.330265          2.975700            1.759735        1.114300
2024-02-08       4.15              2.330851          3.007326            1.819149        1.142674
2024-02-09       4.17              2.385747          3.061390            1.784253        1.108610
2024-02-12       4.17              2.327713          3.045916            1.842287        1.124084
2024-02-13       4.31              2.261585          2.982867            2.048415        1.327133
2024-02-14       4.27              2.215250          2.891221            2.054750        1.378779
2024-02-15       4.24              2.316714          2.958155            1.923286        1.281845
2024-02-16       4.30              2.350370          2.967555            1.949630        1.332445
2024-02-20       4.27              2.505885          2.946709            1.764115        1.323291
2024-02-21       4.32              2.457606          2.943151            1.862394        1.376849
2024-02-22       4.33              2.545223          2.934307            1.784777        1.395693
2024-02-23       4.26              2.574316          2.910639            1.685684        1.349361
2024-02-26       4.28              2.637133          2.967436            1.642867        1.312564
2024-02-27       4.31              2.610752          2.926027            1.699248        1.383973
2024-02-28       4.27              2.639554          2.908279            1.630446        1.361721
2024-02-29       4.25              2.702396          2.992814            1.547604        1.257186
2024-03-01       4.19              2.766889          3.004039            1.423111        1.185961
2024-03-04       4.22              2.816897          3.036571            1.403103        1.183429
2024-03-05       4.13              2.739241          3.017376            1.390759        1.112624
2024-03-06       4.11              2.814025          3.028566            1.295975        1.081434
2024-03-07       4.09              2.856910          3.012079            1.233090        1.077921
2024-03-08       4.09              2.948840          3.043321            1.141160        1.046679
2024-03-11       4.10              2.808402          3.138412            1.291598        0.961588
2024-03-12       4.16              2.733028          3.108025            1.426972        1.051975
2024-03-13       4.19              2.703621          3.117658            1.486379        1.072342
2024-03-14       4.29              2.711492          3.147489            1.578508        1.142511
2024-03-15       4.31              2.698492          3.113223            1.611508        1.196777
2024-03-18       4.34              2.761779          3.044103            1.578221        1.295897
2024-03-19       4.30              2.800767          3.003661            1.499233        1.296339
2024-03-20       4.27              2.803665          3.050686            1.466335        1.219314
2024-03-21       4.27              2.789713          3.073431            1.480287        1.196569
2024-03-22       4.22              2.748607          3.039041            1.471393        1.180959
2024-03-25       4.25              2.708827          3.041329            1.541173        1.208671
2024-03-26       4.24              2.764282          3.030158            1.475718        1.209842
2024-03-27       4.20              2.814063          3.021585            1.385937        1.178415
2024-03-28       4.20              2.669330          3.036408            1.530670        1.163592
2024-04-01       4.33              2.612028          3.126649            1.717972        1.203351
2024-04-02       4.36              2.550167          3.117017            1.809833        1.242983
2024-04-03       4.36              2.495231          3.146238            1.864769        1.213762
2024-04-04       4.31              2.493522          3.150817            1.816478        1.159183
2024-04-05       4.39              2.458646          3.283487            1.931354        1.106513
2024-04-08       4.42              2.467739          3.275422            1.952261        1.144578
2024-04-09       4.36              2.512738          3.327976            1.847262        1.032024
2024-04-10       4.55              2.506889          3.271358            2.043111        1.278642
2024-04-11       4.56              2.487164          3.229583            2.072836        1.330417
2024-04-12       4.50              2.573276          3.238554            1.926724        1.261446
2024-04-15       4.63              2.522892          3.248793            2.107108        1.381207
2024-04-16       4.67              2.422132          3.254354            2.247868        1.415646
2024-04-17       4.59              2.463865          3.177416            2.126135        1.412584
2024-04-18       4.64              2.396815          3.310513            2.243185        1.329487
2024-04-19       4.62              2.366928          3.276538            2.253072        1.343462
2024-04-22       4.62              2.291361          3.271534            2.328639        1.348466
2024-04-23       4.61              2.359817          3.360069            2.250183        1.249931
2024-04-24       4.65              2.264374          3.370305            2.385626        1.279695
2024-04-25       4.70              2.379634          3.312866            2.320366        1.387134
2024-04-26       4.67              2.315850          3.233669            2.354150        1.436331
2024-04-29       4.63              2.289776          3.198162            2.340224        1.431838
2024-04-30       4.69              2.372016          3.143373            2.317984        1.546627
2024-05-01       4.63              2.373008          3.111536            2.256992        1.518464
2024-05-02       4.58              2.371572          2.983105            2.208428        1.596895
2024-05-03       4.50              2.292581          3.018716            2.207419        1.481284
2024-05-06       4.49              2.278899          3.038097            2.211101        1.451903
2024-05-07       4.47              2.179615          2.979606            2.290385        1.490394
2024-05-08       4.48              2.215638          2.928277            2.264362        1.551723
2024-05-09       4.45              2.207741          2.893221            2.242259        1.556779
2024-05-10       4.50              2.243856          2.890982            2.256144        1.609018
2024-05-13       4.48              2.244396          2.937383            2.235604        1.542617
2024-05-14       4.45              2.204295          2.955782            2.245705        1.494218
2024-05-15       4.36              2.160040          2.969177            2.199960        1.390823
2024-05-16       4.38              2.197943          2.979014            2.182057        1.400986
2024-05-17       4.42              2.256404          3.033486            2.163596        1.386514
2024-05-20       4.44              2.292865          2.973172            2.147135        1.466828
2024-05-21       4.41              2.324554          2.909069            2.085446        1.500931
2024-05-22       4.43              2.411196          2.938451            2.018804        1.491549
2024-05-23       4.47              2.442312          2.910198            2.027688        1.559802
2024-05-24       4.46              2.495927          3.056764            1.964073        1.403236
2024-05-28       4.54              2.463713          2.967962            2.076287        1.572038
2024-05-29       4.61              2.442779          2.992850            2.167221        1.617150
2024-05-30       4.55              2.541752          2.883351            2.008248        1.666649
2024-05-31       4.51              2.489162          2.917406            2.020838        1.592594
2024-06-03       4.41              2.527943          2.870256            1.882057        1.539744
2024-06-04       4.33              2.580322          2.810675            1.749678        1.519325
2024-06-05       4.29              2.538944          2.691795            1.751056        1.598205
2024-06-06       4.28              2.513512          2.698122            1.766488        1.581878
2024-06-07       4.43              2.550508          2.659604            1.879492        1.770396
2024-06-10       4.47              2.537549          2.589996            1.932451        1.880004
2024-06-11       4.39              2.547430          2.459102            1.842570        1.930898
2024-06-12       4.31              2.537280          2.442261            1.772720        1.867739
2024-06-13       4.24              2.540403          2.335257            1.699597        1.904743
2024-06-14       4.20              2.508900          2.230485            1.691100        1.969515
2024-06-17       4.28              2.594165          2.308280            1.685835        1.971720
2024-06-18       4.22              2.578338          2.288944            1.641662        1.931056
2024-06-20       4.25              2.555092          2.355168            1.694908        1.894832
2024-06-21       4.25              2.625068          2.295248            1.624932        1.954752
2024-06-24       4.25              2.626426          2.282925            1.623574        1.967075
2024-06-25       4.23              2.548332          2.455638            1.681668        1.774362
